author_id_1,author_id_2,weight
https://openalex.org/A5005705912,https://openalex.org/A5108261966,1
https://openalex.org/A5005729211,https://openalex.org/A5024565313,1
https://openalex.org/A5005729211,https://openalex.org/A5067428017,1
https://openalex.org/A5005866487,https://openalex.org/A5011574332,2
https://openalex.org/A5005866487,https://openalex.org/A5031987906,1
https://openalex.org/A5005866487,https://openalex.org/A5101773482,2
https://openalex.org/A5006013102,https://openalex.org/A5017199249,1
https://openalex.org/A5006013102,https://openalex.org/A5033811616,1
https://openalex.org/A5006013102,https://openalex.org/A5056783610,1
https://openalex.org/A5006019707,https://openalex.org/A5067428017,1
https://openalex.org/A5006397643,https://openalex.org/A5011179836,5
https://openalex.org/A5006397643,https://openalex.org/A5042872110,5
https://openalex.org/A5006397643,https://openalex.org/A5063615891,5
https://openalex.org/A5006397643,https://openalex.org/A5075508620,2
https://openalex.org/A5006613179,https://openalex.org/A5040740393,1
https://openalex.org/A5006613179,https://openalex.org/A5052131599,1
https://openalex.org/A5006692046,https://openalex.org/A5010384819,1
https://openalex.org/A5006702142,https://openalex.org/A5008805369,1
https://openalex.org/A5006702142,https://openalex.org/A5047475034,2
https://openalex.org/A5006702142,https://openalex.org/A5066533684,2
https://openalex.org/A5006702142,https://openalex.org/A5069533703,2
https://openalex.org/A5006702142,https://openalex.org/A5072924813,2
https://openalex.org/A5006702142,https://openalex.org/A5076597021,2
https://openalex.org/A5006702142,https://openalex.org/A5079958904,1
https://openalex.org/A5006702142,https://openalex.org/A5087069760,2
https://openalex.org/A5006702142,https://openalex.org/A5103361511,2
https://openalex.org/A5006702142,https://openalex.org/A5109189936,2
https://openalex.org/A5006702142,https://openalex.org/A5119061438,2
https://openalex.org/A5006702142,https://openalex.org/A5119061439,2
https://openalex.org/A5006702142,https://openalex.org/A5119061440,2
https://openalex.org/A5006702142,https://openalex.org/A5119061441,2
https://openalex.org/A5006702142,https://openalex.org/A5119061442,2
https://openalex.org/A5006702142,https://openalex.org/A5119061443,2
https://openalex.org/A5006795004,https://openalex.org/A5054250368,1
https://openalex.org/A5006795004,https://openalex.org/A5089051533,1
https://openalex.org/A5006858233,https://openalex.org/A5028039281,1
https://openalex.org/A5006858233,https://openalex.org/A5068856434,1
https://openalex.org/A5006986846,https://openalex.org/A5051748253,2
https://openalex.org/A5007012217,https://openalex.org/A5008258666,1
https://openalex.org/A5007093638,https://openalex.org/A5011574332,3
https://openalex.org/A5007093638,https://openalex.org/A5013264169,1
https://openalex.org/A5007093638,https://openalex.org/A5029268482,3
https://openalex.org/A5007093638,https://openalex.org/A5050293303,2
https://openalex.org/A5007093638,https://openalex.org/A5060969779,2
https://openalex.org/A5007093638,https://openalex.org/A5066839118,1
https://openalex.org/A5007093638,https://openalex.org/A5101773482,4
https://openalex.org/A5007104979,https://openalex.org/A5053907266,1
https://openalex.org/A5007104979,https://openalex.org/A5056769433,1
https://openalex.org/A5007104979,https://openalex.org/A5074812636,1
https://openalex.org/A5007104979,https://openalex.org/A5077133055,1
https://openalex.org/A5007104979,https://openalex.org/A5084651023,1
https://openalex.org/A5007149607,https://openalex.org/A5043554069,1
https://openalex.org/A5007149607,https://openalex.org/A5108261966,1
https://openalex.org/A5007149607,https://openalex.org/A5112337293,1
https://openalex.org/A5007163064,https://openalex.org/A5020943546,1
https://openalex.org/A5007163064,https://openalex.org/A5043554069,1
https://openalex.org/A5007163064,https://openalex.org/A5079722775,1
https://openalex.org/A5007163064,https://openalex.org/A5103560366,1
https://openalex.org/A5007163064,https://openalex.org/A5108261966,1
https://openalex.org/A5007163064,https://openalex.org/A5112337293,1
https://openalex.org/A5007175971,https://openalex.org/A5043289214,1
https://openalex.org/A5007352298,https://openalex.org/A5016221302,1
https://openalex.org/A5007352298,https://openalex.org/A5030319986,1
https://openalex.org/A5007352298,https://openalex.org/A5047733534,1
https://openalex.org/A5007352298,https://openalex.org/A5065223965,1
https://openalex.org/A5007352298,https://openalex.org/A5071035630,1
https://openalex.org/A5007352298,https://openalex.org/A5071406761,1
https://openalex.org/A5007352298,https://openalex.org/A5072751038,1
https://openalex.org/A5007359274,https://openalex.org/A5021107751,1
https://openalex.org/A5007359274,https://openalex.org/A5027332605,1
https://openalex.org/A5007359274,https://openalex.org/A5071406761,1
https://openalex.org/A5007418692,https://openalex.org/A5008258666,2
https://openalex.org/A5007525537,https://openalex.org/A5017294113,1
https://openalex.org/A5007563137,https://openalex.org/A5056769433,1
https://openalex.org/A5007563137,https://openalex.org/A5067027569,1
https://openalex.org/A5007563137,https://openalex.org/A5087539048,1
https://openalex.org/A5007683358,https://openalex.org/A5019692910,1
https://openalex.org/A5007683358,https://openalex.org/A5019804454,1
https://openalex.org/A5007683358,https://openalex.org/A5022773897,1
https://openalex.org/A5007683358,https://openalex.org/A5023301167,1
https://openalex.org/A5007683358,https://openalex.org/A5028612850,1
https://openalex.org/A5007683358,https://openalex.org/A5029268482,1
https://openalex.org/A5007683358,https://openalex.org/A5031650084,1
https://openalex.org/A5007683358,https://openalex.org/A5032596103,2
https://openalex.org/A5007683358,https://openalex.org/A5035816874,1
https://openalex.org/A5007683358,https://openalex.org/A5050293303,1
https://openalex.org/A5007683358,https://openalex.org/A5051657599,1
https://openalex.org/A5007683358,https://openalex.org/A5056769433,2
https://openalex.org/A5007683358,https://openalex.org/A5058765335,1
https://openalex.org/A5007683358,https://openalex.org/A5061146101,2
https://openalex.org/A5007683358,https://openalex.org/A5063779850,9
https://openalex.org/A5007683358,https://openalex.org/A5067322923,1
https://openalex.org/A5007683358,https://openalex.org/A5069596316,1
https://openalex.org/A5007683358,https://openalex.org/A5078245654,1
https://openalex.org/A5007683358,https://openalex.org/A5079884758,1
https://openalex.org/A5007683358,https://openalex.org/A5086630717,2
https://openalex.org/A5007683358,https://openalex.org/A5092585408,1
https://openalex.org/A5007683358,https://openalex.org/A5101773482,2
https://openalex.org/A5007825812,https://openalex.org/A5028978329,1
https://openalex.org/A5007825812,https://openalex.org/A5091706046,1
https://openalex.org/A5007899288,https://openalex.org/A5103903973,1
https://openalex.org/A5008109897,https://openalex.org/A5061014073,12
https://openalex.org/A5008109897,https://openalex.org/A5068832531,5
https://openalex.org/A5008215779,https://openalex.org/A5038921157,1
https://openalex.org/A5008247374,https://openalex.org/A5040675427,2
https://openalex.org/A5008247374,https://openalex.org/A5051657599,2
https://openalex.org/A5008258666,https://openalex.org/A5029248508,1
https://openalex.org/A5008258666,https://openalex.org/A5031487109,6
https://openalex.org/A5008258666,https://openalex.org/A5033022743,1
https://openalex.org/A5008258666,https://openalex.org/A5040780850,1
https://openalex.org/A5008258666,https://openalex.org/A5042583610,1
https://openalex.org/A5008258666,https://openalex.org/A5043313565,1
https://openalex.org/A5008258666,https://openalex.org/A5048653799,1
https://openalex.org/A5008258666,https://openalex.org/A5053128267,1
https://openalex.org/A5008258666,https://openalex.org/A5056769433,3
https://openalex.org/A5008258666,https://openalex.org/A5061014073,5
https://openalex.org/A5008258666,https://openalex.org/A5073761642,2
https://openalex.org/A5008258666,https://openalex.org/A5082985077,3
https://openalex.org/A5008258666,https://openalex.org/A5083084172,1
https://openalex.org/A5008258666,https://openalex.org/A5093559383,1
https://openalex.org/A5008258666,https://openalex.org/A5099295752,1
https://openalex.org/A5008258666,https://openalex.org/A5111632799,1
https://openalex.org/A5008258666,https://openalex.org/A5112337293,1
https://openalex.org/A5008258666,https://openalex.org/A5115779817,1
https://openalex.org/A5008258666,https://openalex.org/A5115779818,2
https://openalex.org/A5008258666,https://openalex.org/A5115779819,1
https://openalex.org/A5008289854,https://openalex.org/A5012324792,1
https://openalex.org/A5008289854,https://openalex.org/A5017422174,1
https://openalex.org/A5008289854,https://openalex.org/A5026438785,1
https://openalex.org/A5008289854,https://openalex.org/A5027286465,1
https://openalex.org/A5008289854,https://openalex.org/A5055160117,1
https://openalex.org/A5008289854,https://openalex.org/A5061801321,1
https://openalex.org/A5008289854,https://openalex.org/A5066379259,1
https://openalex.org/A5008289854,https://openalex.org/A5077774191,1
https://openalex.org/A5008289854,https://openalex.org/A5111007676,1
https://openalex.org/A5008289854,https://openalex.org/A5112776766,1
https://openalex.org/A5008289854,https://openalex.org/A5112958220,1
